crime_day,year,mo,da,crime_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_CRIMES
4,2014,06,26,2014-06-26,57.2,9999.9,9999.9,999.9,8.7,19.0,999.9,59.0,55.9,0.0,999.9,0,826
5,2014,06,27,2014-06-27,62.1,9999.9,9999.9,999.9,6.3,17.1,999.9,77.9,57.6,0.0,999.9,0,900
6,2014,06,28,2014-06-28,73.1,9999.9,9999.9,999.9,14.1,20.0,999.9,77.7,67.8,0.0,999.9,0,853
7,2014,06,29,2014-06-29,74.8,9999.9,9999.9,999.9,16.5,24.1,999.9,83.1,70.2,0.0,999.9,0,906
1,2014,06,30,2014-06-30,76.1,9999.9,9999.9,999.9,18.8,24.1,999.9,82.0,69.3,0.0,999.9,0,800
2,2014,07,01,2014-07-01,70.4,9999.9,9999.9,999.9,18.4,24.1,999.9,77.7,63.9,0.0,999.9,0,1017
3,2014,07,02,2014-07-02,66.5,9999.9,9999.9,999.9,13.9,18.1,999.9,77.7,54.5,0.0,999.9,0,818
4,2014,07,03,2014-07-03,59.4,9999.9,9999.9,999.9,7.3,9.9,999.9,66.2,55.0,0.0,999.9,0,886
5,2014,07,04,2014-07-04,64.6,9999.9,9999.9,999.9,7.7,15.0,999.9,67.5,61.9,0.0,999.9,0,837
6,2014,07,05,2014-07-05,68.2,9999.9,9999.9,999.9,10.7,18.1,999.9,74.5,63.5,0.0,999.9,0,900
7,2014,07,06,2014-07-06,71.4,9999.9,9999.9,999.9,14.4,22.9,999.9,81.7,64.4,0.0,999.9,0,874
1,2014,07,07,2014-07-07,75.0,9999.9,9999.9,999.9,15.7,25.1,999.9,81.3,70.2,0.0,999.9,0,899
2,2014,07,08,2014-07-08,74.8,9999.9,9999.9,999.9,13.7,21.0,999.9,80.8,64.9,0.0,999.9,0,818
3,2014,07,09,2014-07-09,68.1,9999.9,9999.9,999.9,10.4,20.0,999.9,76.1,62.8,0.0,999.9,0,854
4,2014,07,10,2014-07-10,65.7,9999.9,9999.9,999.9,6.7,14.0,999.9,68.0,64.8,0.0,999.9,0,821
5,2014,07,11,2014-07-11,68.5,9999.9,9999.9,999.9,9.0,15.0,999.9,72.0,64.9,0.0,999.9,0,944
6,2014,07,12,2014-07-12,73.1,9999.9,9999.9,999.9,11.6,18.1,999.9,76.5,70.7,0.0,999.9,0,810
7,2014,07,13,2014-07-13,73.2,9999.9,9999.9,999.9,14.5,33.0,999.9,77.9,68.5,0.0,999.9,0,849
1,2014,07,14,2014-07-14,70.4,9999.9,9999.9,999.9,7.7,14.0,999.9,79.2,63.3,0.0,999.9,0,817
2,2014,07,15,2014-07-15,63.0,9999.9,9999.9,999.9,13.0,17.1,999.9,70.7,56.8,0.0,999.9,0,817
3,2014,07,16,2014-07-16,61.3,9999.9,9999.9,999.9,9.8,15.9,999.9,64.2,59.2,0.0,999.9,0,847
4,2014,07,17,2014-07-17,65.5,9999.9,9999.9,999.9,8.1,13.0,999.9,68.5,61.9,0.0,999.9,0,809
5,2014,07,18,2014-07-18,68.1,9999.9,9999.9,999.9,10.5,14.0,999.9,70.5,65.5,0.0,999.9,0,876
6,2014,07,19,2014-07-19,68.8,9999.9,9999.9,999.9,5.7,12.0,999.9,70.9,65.7,0.0,999.9,0,868
7,2014,07,20,2014-07-20,69.8,9999.9,9999.9,999.9,6.9,13.0,999.9,72.7,67.1,0.0,999.9,0,843
1,2014,07,21,2014-07-21,72.5,9999.9,9999.9,999.9,9.0,15.0,999.9,76.1,70.0,0.0,999.9,0,810
2,2014,07,22,2014-07-22,77.0,9999.9,9999.9,999.9,14.8,21.0,999.9,84.9,71.8,0.0,999.9,0,835
3,2014,07,23,2014-07-23,68.4,9999.9,9999.9,999.9,21.3,28.0,999.9,84.2,61.3,0.0,999.9,0,861
4,2014,07,24,2014-07-24,62.8,9999.9,9999.9,999.9,14.2,22.0,999.9,64.6,61.0,0.0,999.9,0,855
5,2014,07,25,2014-07-25,66.6,9999.9,9999.9,999.9,11.4,22.9,999.9,71.6,62.6,0.0,999.9,0,924
6,2014,07,26,2014-07-26,69.8,9999.9,9999.9,999.9,10.1,17.1,999.9,72.3,67.5,0.0,999.9,0,874
7,2014,07,27,2014-07-27,75.3,9999.9,9999.9,999.9,12.3,27.0,999.9,81.7,70.0,0.0,999.9,0,890
1,2014,07,28,2014-07-28,62.7,9999.9,9999.9,999.9,23.1,31.1,999.9,74.1,58.5,0.0,999.9,0,874
2,2014,07,29,2014-07-29,64.2,9999.9,9999.9,999.9,6.3,9.9,999.9,68.4,61.0,0.0,999.9,0,805
3,2014,07,30,2014-07-30,64.5,9999.9,9999.9,999.9,8.3,26.0,999.9,70.5,62.6,0.0,999.9,0,794
4,2014,07,31,2014-07-31,69.8,9999.9,9999.9,999.9,10.1,18.1,999.9,79.7,63.7,0.0,999.9,0,861
5,2014,08,01,2014-08-01,73.4,9999.9,9999.9,999.9,9.0,13.0,999.9,78.3,69.4,0.0,999.9,0,1087
6,2014,08,02,2014-08-02,68.4,9999.9,9999.9,999.9,7.1,11.1,999.9,74.7,65.3,0.0,999.9,0,897
7,2014,08,03,2014-08-03,72.4,9999.9,9999.9,999.9,5.0,14.0,999.9,77.5,68.7,0.0,999.9,0,848
1,2014,08,04,2014-08-04,73.0,9999.9,9999.9,999.9,8.3,12.0,999.9,75.9,70.7,0.0,999.9,0,782
2,2014,08,05,2014-08-05,68.4,9999.9,9999.9,999.9,7.6,11.1,999.9,69.4,67.1,0.0,999.9,0,826
3,2014,08,06,2014-08-06,67.6,9999.9,9999.9,999.9,9.8,13.0,999.9,68.7,66.7,0.0,999.9,0,809
4,2014,08,07,2014-08-07,69.5,9999.9,9999.9,999.9,7.9,13.0,999.9,70.7,68.4,0.0,999.9,0,843
5,2014,08,08,2014-08-08,70.2,9999.9,9999.9,999.9,13.1,18.1,999.9,71.6,69.4,0.0,999.9,0,821
6,2014,08,09,2014-08-09,69.9,9999.9,9999.9,999.9,14.8,19.0,999.9,71.8,68.2,0.0,999.9,0,887
7,2014,08,10,2014-08-10,69.6,9999.9,9999.9,999.9,12.1,19.0,999.9,71.2,68.4,0.0,999.9,0,855
1,2014,08,11,2014-08-11,69.4,9999.9,9999.9,999.9,12.1,21.0,999.9,71.2,67.1,0.0,999.9,0,875
2,2014,08,12,2014-08-12,65.6,9999.9,9999.9,999.9,15.1,26.0,999.9,71.1,61.2,0.0,999.9,0,760
3,2014,08,13,2014-08-13,67.5,9999.9,9999.9,999.9,9.7,15.0,999.9,74.8,62.6,0.0,999.9,0,858
4,2014,08,14,2014-08-14,64.4,9999.9,9999.9,999.9,9.9,17.1,999.9,68.4,61.3,0.0,999.9,0,797
5,2014,08,15,2014-08-15,65.7,9999.9,9999.9,999.9,7.6,13.0,999.9,71.8,61.5,0.0,999.9,0,863
6,2014,08,16,2014-08-16,72.0,9999.9,9999.9,999.9,11.4,15.9,999.9,78.3,67.1,0.0,999.9,0,855
7,2014,08,17,2014-08-17,68.6,9999.9,9999.9,999.9,10.9,15.9,999.9,77.5,63.9,0.0,999.9,0,862
1,2014,08,18,2014-08-18,66.3,9999.9,9999.9,999.9,8.9,14.0,999.9,72.0,63.3,0.0,999.9,0,816
2,2014,08,19,2014-08-19,76.0,9999.9,9999.9,999.9,14.8,24.1,999.9,82.8,72.3,0.0,999.9,0,776
3,2014,08,20,2014-08-20,76.4,9999.9,9999.9,999.9,9.4,15.9,999.9,83.1,69.8,0.0,999.9,0,833
4,2014,08,21,2014-08-21,74.5,9999.9,9999.9,999.9,9.7,14.0,999.9,82.8,70.9,0.0,999.9,0,777
5,2014,08,22,2014-08-22,74.7,9999.9,9999.9,999.9,8.9,25.1,999.9,78.6,72.0,0.0,999.9,0,817
6,2014,08,23,2014-08-23,72.5,9999.9,9999.9,999.9,7.5,24.1,999.9,76.3,67.3,0.0,999.9,0,822
7,2014,08,24,2014-08-24,72.6,9999.9,9999.9,999.9,9.5,17.1,999.9,75.0,70.9,0.0,999.9,0,857
1,2014,08,25,2014-08-25,75.1,9999.9,9999.9,999.9,11.5,15.0,999.9,77.2,72.5,0.0,999.9,0,778
2,2014,08,26,2014-08-26,73.8,9999.9,9999.9,999.9,7.0,20.0,999.9,77.5,69.6,0.0,999.9,0,804
3,2014,08,27,2014-08-27,70.2,9999.9,9999.9,999.9,6.5,11.1,999.9,71.1,69.3,0.0,999.9,0,783
4,2014,08,28,2014-08-28,68.3,9999.9,9999.9,999.9,11.9,18.1,999.9,69.6,66.6,0.0,999.9,0,738
5,2014,08,29,2014-08-29,72.8,9999.9,9999.9,999.9,14.7,20.0,999.9,78.3,70.0,0.0,999.9,0,885
6,2014,08,30,2014-08-30,76.0,9999.9,9999.9,999.9,19.1,26.0,999.9,81.1,73.2,0.0,999.9,0,868
7,2014,08,31,2014-08-31,75.3,9999.9,9999.9,999.9,10.1,15.0,999.9,82.4,70.3,0.0,999.9,0,831
1,2014,09,01,2014-09-01,76.1,9999.9,9999.9,999.9,17.0,26.0,999.9,80.1,72.1,0.0,999.9,0,1016
2,2014,09,02,2014-09-02,72.9,9999.9,9999.9,999.9,8.6,20.0,999.9,79.3,69.8,0.0,999.9,0,799
3,2014,09,03,2014-09-03,73.2,9999.9,9999.9,999.9,6.7,15.0,999.9,76.1,69.6,0.0,999.9,0,723
4,2014,09,04,2014-09-04,74.7,9999.9,9999.9,999.9,18.5,29.9,999.9,81.9,69.3,0.0,999.9,0,750
5,2014,09,05,2014-09-05,77.9,9999.9,9999.9,999.9,18.6,29.9,999.9,82.8,68.4,0.0,999.9,0,844
6,2014,09,06,2014-09-06,64.4,9999.9,9999.9,999.9,12.6,19.0,999.9,67.6,60.8,0.0,999.9,0,815
7,2014,09,07,2014-09-07,67.2,9999.9,9999.9,999.9,7.1,12.0,999.9,71.4,62.6,0.0,999.9,0,824
1,2014,09,08,2014-09-08,68.3,9999.9,9999.9,999.9,8.6,14.0,999.9,71.1,65.1,0.0,999.9,0,686
2,2014,09,09,2014-09-09,69.7,9999.9,9999.9,999.9,11.5,15.0,999.9,74.1,66.4,0.0,999.9,0,788
3,2014,09,10,2014-09-10,71.6,9999.9,9999.9,999.9,18.9,29.9,999.9,77.7,65.8,0.0,999.9,0,707
4,2014,09,11,2014-09-11,53.4,9999.9,9999.9,999.9,16.9,26.0,999.9,73.8,48.6,0.0,999.9,0,746
5,2014,09,12,2014-09-12,53.4,9999.9,9999.9,999.9,17.0,20.0,999.9,56.3,48.9,0.0,999.9,0,719
6,2014,09,13,2014-09-13,47.2,9999.9,9999.9,999.9,15.0,20.0,999.9,53.4,43.2,0.0,999.9,0,685
7,2014,09,14,2014-09-14,56.1,9999.9,9999.9,999.9,6.9,11.1,999.9,64.0,51.8,0.0,999.9,0,760
1,2014,09,15,2014-09-15,59.5,9999.9,9999.9,999.9,9.0,15.0,999.9,63.7,57.0,0.0,999.9,0,739
2,2014,09,16,2014-09-16,55.4,9999.9,9999.9,999.9,9.7,15.9,999.9,59.5,50.9,0.0,999.9,0,749
3,2014,09,17,2014-09-17,59.5,9999.9,9999.9,999.9,8.0,12.0,999.9,62.1,54.9,0.0,999.9,0,796
4,2014,09,18,2014-09-18,60.6,9999.9,9999.9,999.9,7.7,12.0,999.9,62.6,58.3,0.0,999.9,0,867
5,2014,09,19,2014-09-19,62.7,9999.9,9999.9,999.9,13.6,21.0,999.9,70.0,58.6,0.0,999.9,0,878
6,2014,09,20,2014-09-20,68.0,9999.9,9999.9,999.9,19.1,26.0,999.9,74.7,63.9,0.0,999.9,0,846
7,2014,09,21,2014-09-21,64.2,9999.9,9999.9,999.9,18.5,25.1,999.9,72.9,58.3,0.0,999.9,0,791
1,2014,09,22,2014-09-22,55.2,9999.9,9999.9,999.9,13.6,22.9,999.9,58.8,51.6,0.0,999.9,0,769
4,2014,09,25,2014-09-25,64.1,9999.9,9999.9,999.9,7.1,11.1,999.9,68.5,61.7,0.0,999.9,0,752
5,2014,09,26,2014-09-26,63.8,9999.9,9999.9,999.9,5.5,11.1,999.9,66.0,62.1,0.0,999.9,0,879
6,2014,09,27,2014-09-27,64.1,9999.9,9999.9,999.9,4.7,8.9,999.9,66.2,63.0,0.0,999.9,0,891
7,2014,09,28,2014-09-28,63.1,9999.9,9999.9,999.9,4.0,7.0,999.9,65.1,60.6,0.0,999.9,0,837
1,2014,09,29,2014-09-29,67.3,9999.9,9999.9,999.9,3.6,11.1,999.9,74.3,63.3,0.0,999.9,0,801
2,2014,09,30,2014-09-30,54.1,9999.9,9999.9,999.9,18.3,25.1,999.9,58.1,51.6,0.0,999.9,0,783
3,2014,10,01,2014-10-01,57.3,9999.9,9999.9,999.9,12.9,15.9,999.9,65.1,55.0,0.0,999.9,0,977
4,2014,10,02,2014-10-02,64.9,9999.9,9999.9,999.9,12.5,18.1,999.9,68.5,63.0,0.0,999.9,0,806
5,2014,10,03,2014-10-03,60.3,9999.9,9999.9,999.9,19.2,28.0,999.9,67.6,50.7,0.0,999.9,0,782
6,2014,10,04,2014-10-04,43.9,9999.9,9999.9,999.9,22.2,26.0,999.9,50.7,37.2,0.0,999.9,0,723
7,2014,10,05,2014-10-05,47.6,9999.9,9999.9,999.9,16.8,21.0,999.9,53.6,43.3,0.0,999.9,0,717
1,2014,10,06,2014-10-06,54.5,9999.9,9999.9,999.9,14.4,20.0,999.9,57.7,50.9,0.0,999.9,0,723
2,2014,10,07,2014-10-07,57.1,9999.9,9999.9,999.9,17.9,24.1,999.9,64.2,53.1,0.0,999.9,0,759
3,2014,10,08,2014-10-08,57.1,9999.9,9999.9,999.9,15.8,22.0,999.9,64.2,49.5,0.0,999.9,0,747
4,2014,10,09,2014-10-09,55.1,9999.9,9999.9,999.9,11.2,20.0,999.9,63.7,50.9,0.0,999.9,0,686
5,2014,10,10,2014-10-10,53.7,9999.9,9999.9,999.9,6.4,7.0,999.9,53.8,53.4,0.0,999.9,0,741
6,2014,10,11,2014-10-11,53.1,9999.9,9999.9,999.9,8.9,15.9,999.9,55.4,51.6,0.0,999.9,0,801
7,2014,10,12,2014-10-12,54.0,9999.9,9999.9,999.9,14.6,20.0,999.9,59.9,50.2,0.0,999.9,0,692
1,2014,10,13,2014-10-13,59.2,9999.9,9999.9,999.9,11.4,18.1,999.9,64.0,56.5,0.0,999.9,0,705
2,2014,10,14,2014-10-14,61.7,9999.9,9999.9,999.9,15.5,25.1,999.9,65.8,58.6,0.0,999.9,0,730
3,2014,10,15,2014-10-15,53.8,9999.9,9999.9,999.9,17.0,25.1,999.9,58.3,51.6,0.0,999.9,0,773
4,2014,10,16,2014-10-16,54.0,9999.9,9999.9,999.9,12.6,20.0,999.9,56.5,51.4,0.0,999.9,0,746
5,2014,10,17,2014-10-17,56.1,9999.9,9999.9,999.9,18.3,22.0,999.9,59.5,53.8,0.0,999.9,0,867
6,2014,10,18,2014-10-18,49.6,9999.9,9999.9,999.9,20.3,27.0,999.9,56.1,46.0,0.0,999.9,0,837
7,2014,10,19,2014-10-19,47.5,9999.9,9999.9,999.9,11.5,21.0,999.9,53.8,44.6,0.0,999.9,0,744
1,2014,10,20,2014-10-20,53.2,9999.9,9999.9,999.9,17.0,26.0,999.9,55.2,50.9,0.0,999.9,0,758
2,2014,10,21,2014-10-21,51.0,9999.9,9999.9,999.9,19.7,25.1,999.9,54.1,48.0,0.0,999.9,0,779
3,2014,10,22,2014-10-22,48.9,9999.9,9999.9,999.9,8.9,18.1,999.9,50.7,47.3,0.0,999.9,0,728
4,2014,10,23,2014-10-23,50.3,9999.9,9999.9,999.9,12.1,15.9,999.9,57.7,44.4,0.0,999.9,0,776
5,2014,10,24,2014-10-24,55.8,9999.9,9999.9,999.9,8.3,13.0,999.9,59.7,54.3,0.0,999.9,0,880
6,2014,10,25,2014-10-25,62.4,9999.9,9999.9,999.9,13.0,22.0,999.9,70.0,57.0,0.0,999.9,0,803
7,2014,10,26,2014-10-26,54.8,9999.9,9999.9,999.9,11.8,20.0,999.9,66.4,49.3,0.0,999.9,0,751
1,2014,10,27,2014-10-27,60.8,9999.9,9999.9,999.9,18.1,32.1,999.9,72.7,54.0,0.0,999.9,0,812
2,2014,10,28,2014-10-28,60.9,9999.9,9999.9,999.9,22.8,28.0,999.9,71.4,54.1,0.0,999.9,0,771
3,2014,10,29,2014-10-29,47.8,9999.9,9999.9,999.9,15.8,22.9,999.9,53.6,44.4,0.0,999.9,0,797
4,2014,10,30,2014-10-30,46.9,9999.9,9999.9,999.9,8.1,12.0,999.9,50.5,43.5,0.0,999.9,0,780
5,2014,10,31,2014-10-31,43.0,9999.9,9999.9,999.9,27.5,47.0,999.9,49.8,37.6,0.0,999.9,0,824
6,2014,11,01,2014-11-01,38.5,9999.9,9999.9,999.9,24.2,36.9,999.9,40.1,36.5,0.0,999.9,0,911
7,2014,11,02,2014-11-02,41.7,9999.9,9999.9,999.9,11.4,20.0,999.9,50.4,36.3,0.0,999.9,0,727
1,2014,11,03,2014-11-03,51.0,9999.9,9999.9,999.9,21.3,26.0,999.9,61.0,45.3,0.0,999.9,0,774
2,2014,11,04,2014-11-04,55.3,9999.9,9999.9,999.9,23.5,29.9,999.9,61.5,48.4,0.0,999.9,0,776
3,2014,11,05,2014-11-05,48.5,9999.9,9999.9,999.9,13.7,21.0,999.9,59.9,43.0,0.0,999.9,0,744
4,2014,11,06,2014-11-06,48.0,9999.9,9999.9,999.9,22.8,33.0,999.9,57.9,40.8,0.0,999.9,0,669
5,2014,11,07,2014-11-07,39.3,9999.9,9999.9,999.9,14.8,28.9,999.9,42.3,36.3,0.0,999.9,0,781
6,2014,11,08,2014-11-08,43.7,9999.9,9999.9,999.9,19.4,26.0,999.9,45.5,41.7,0.0,999.9,0,746
7,2014,11,09,2014-11-09,42.5,9999.9,9999.9,999.9,16.5,28.9,999.9,51.4,37.9,0.0,999.9,0,685
1,2014,11,10,2014-11-10,50.1,9999.9,9999.9,999.9,14.7,26.0,999.9,58.8,45.5,0.0,999.9,0,776
2,2014,11,11,2014-11-11,50.1,9999.9,9999.9,999.9,19.1,28.0,999.9,58.6,36.9,0.0,999.9,0,675
3,2014,11,12,2014-11-12,30.2,9999.9,9999.9,999.9,18.1,24.1,999.9,35.4,26.2,0.0,999.9,0,596
4,2014,11,13,2014-11-13,26.6,9999.9,9999.9,999.9,16.7,20.0,999.9,28.6,24.6,0.0,999.9,0,662
5,2014,11,14,2014-11-14,26.5,9999.9,9999.9,999.9,10.0,17.1,999.9,28.0,24.6,0.0,999.9,0,754
6,2014,11,15,2014-11-15,26.8,9999.9,9999.9,999.9,9.2,13.0,999.9,30.6,24.8,0.0,999.9,0,749
7,2014,11,16,2014-11-16,29.2,9999.9,9999.9,999.9,12.5,19.0,999.9,31.6,26.8,0.0,999.9,0,676
1,2014,11,17,2014-11-17,20.5,9999.9,9999.9,999.9,19.6,28.0,999.9,31.8,14.4,0.0,999.9,0,625
2,2014,11,18,2014-11-18,13.9,9999.9,9999.9,999.9,25.0,28.9,999.9,17.4,10.9,0.0,999.9,0,624
3,2014,11,19,2014-11-19,23.0,9999.9,9999.9,999.9,21.7,27.0,999.9,30.2,17.8,0.0,999.9,0,634
4,2014,11,20,2014-11-20,23.2,9999.9,9999.9,999.9,21.8,28.0,999.9,26.1,19.2,0.0,999.9,0,633
5,2014,11,21,2014-11-21,22.4,9999.9,9999.9,999.9,14.6,22.9,999.9,32.9,16.7,0.0,999.9,0,735
6,2014,11,22,2014-11-22,37.7,9999.9,9999.9,999.9,22.0,28.9,999.9,50.5,30.4,0.0,999.9,0,728
7,2014,11,23,2014-11-23,49.2,9999.9,9999.9,999.9,20.4,28.0,999.9,52.2,43.9,0.0,999.9,0,688
1,2014,11,24,2014-11-24,42.4,9999.9,9999.9,999.9,17.6,33.0,999.9,50.2,29.3,0.0,999.9,0,592
2,2014,11,25,2014-11-25,25.3,9999.9,9999.9,999.9,19.5,35.0,999.9,29.7,21.7,0.0,999.9,0,661
3,2014,11,26,2014-11-26,25.1,9999.9,9999.9,999.9,8.1,13.0,999.9,28.4,22.3,0.0,999.9,0,677
4,2014,11,27,2014-11-27,26.6,9999.9,9999.9,999.9,13.5,18.1,999.9,31.5,22.8,0.0,999.9,0,452
5,2014,11,28,2014-11-28,23.2,9999.9,9999.9,999.9,13.9,24.1,999.9,31.3,19.6,0.0,999.9,0,607
6,2014,11,29,2014-11-29,38.3,9999.9,9999.9,999.9,20.9,29.9,999.9,50.2,32.2,0.0,999.9,0,706
7,2014,11,30,2014-11-30,46.3,9999.9,9999.9,999.9,19.6,29.9,999.9,50.9,34.2,0.0,999.9,0,722
1,2014,12,01,2014-12-01,23.8,9999.9,9999.9,999.9,17.4,22.9,999.9,33.8,17.4,0.0,999.9,0,817
2,2014,12,02,2014-12-02,26.7,9999.9,9999.9,999.9,16.1,19.0,999.9,30.9,21.9,0.0,999.9,0,651
3,2014,12,03,2014-12-03,31.3,9999.9,9999.9,999.9,16.0,20.0,999.9,36.1,27.7,0.0,999.9,0,750
4,2014,12,04,2014-12-04,30.8,9999.9,9999.9,999.9,10.4,15.9,999.9,34.2,27.3,0.0,999.9,0,691
5,2014,12,05,2014-12-05,34.3,9999.9,9999.9,999.9,9.4,15.0,999.9,36.0,33.3,0.0,999.9,0,804
6,2014,12,06,2014-12-06,37.1,9999.9,9999.9,999.9,15.4,22.0,999.9,38.1,35.6,0.0,999.9,0,661
7,2014,12,07,2014-12-07,34.6,9999.9,9999.9,999.9,15.0,19.0,999.9,37.4,32.0,0.0,999.9,0,595
1,2014,12,08,2014-12-08,34.7,9999.9,9999.9,999.9,15.5,22.9,999.9,37.2,33.6,0.0,999.9,0,709
2,2014,12,09,2014-12-09,35.5,9999.9,9999.9,999.9,17.6,24.1,999.9,37.9,33.8,0.0,999.9,0,652
3,2014,12,10,2014-12-10,32.3,9999.9,9999.9,999.9,17.5,20.0,999.9,34.3,31.5,0.0,999.9,0,726
4,2014,12,11,2014-12-11,29.0,9999.9,9999.9,999.9,12.5,18.1,999.9,32.4,24.3,0.0,999.9,0,638
5,2014,12,12,2014-12-12,29.7,9999.9,9999.9,999.9,12.6,15.9,999.9,37.0,24.1,0.0,999.9,0,728
6,2014,12,13,2014-12-13,39.8,9999.9,9999.9,999.9,11.7,18.1,999.9,46.9,35.4,0.0,999.9,0,768
7,2014,12,14,2014-12-14,47.8,9999.9,9999.9,999.9,13.2,17.1,999.9,51.3,45.1,0.0,999.9,0,715
1,2014,12,15,2014-12-15,43.0,9999.9,9999.9,999.9,15.6,19.0,999.9,46.4,39.4,0.0,999.9,0,729
2,2014,12,16,2014-12-16,41.0,9999.9,9999.9,999.9,12.2,24.1,999.9,44.6,36.3,0.0,999.9,0,661
3,2014,12,17,2014-12-17,28.4,9999.9,9999.9,999.9,16.0,22.0,999.9,35.4,24.8,0.0,999.9,0,736
4,2014,12,18,2014-12-18,25.0,9999.9,9999.9,999.9,7.4,12.0,999.9,27.7,23.0,0.0,999.9,0,667
5,2014,12,19,2014-12-19,29.6,9999.9,9999.9,999.9,6.9,12.0,999.9,31.8,27.9,0.0,999.9,0,769
6,2014,12,20,2014-12-20,31.9,9999.9,9999.9,999.9,7.6,12.0,999.9,33.1,31.1,0.0,999.9,0,740
7,2014,12,21,2014-12-21,33.3,9999.9,9999.9,999.9,14.0,20.0,999.9,35.6,32.5,0.0,999.9,0,651
